,x,y,trust
0,1206.6666666666667,340.875,2.0
1,1210.0,340.875,2.0
2,1210.0,340.875,2.0
3,1210.0,340.875,2.0
4,1210.0,340.875,2.0
5,1210.0,340.875,2.0
6,1210.0,340.875,2.0
7,1210.0,340.875,2.0
8,1210.0,337.5,2.0
9,1210.0,337.5,2.0
10,1210.0,337.5,2.0
11,1210.0,337.5,2.0
12,1210.0,337.5,2.0
13,1210.0,337.5,2.0
14,1210.0,337.5,2.0
15,1210.0,337.5,2.0
16,1210.0,337.5,2.0
17,1210.0,337.5,2.0
18,1210.0,337.5,2.0
19,1210.0,337.5,2.0
20,1210.0,337.5,2.0
21,1210.0,337.5,2.0
22,1210.0,337.5,2.0
23,1210.0,334.125,2.0
24,1210.0,334.125,2.0
25,1206.6666666666667,337.5,2.0
26,1206.6666666666667,337.5,2.0
27,1210.0,334.125,2.0
28,1206.6666666666667,334.125,2.0
29,1210.0,334.125,2.0
30,1206.6666666666667,334.125,2.0
31,1206.6666666666667,334.125,2.0
32,1206.6666666666667,334.125,2.0
33,1210.0,330.75,2.0
34,1206.6666666666667,330.75,2.0
35,1206.6666666666667,330.75,2.0
36,1210.0,330.75,2.0
37,1206.6666666666667,330.75,2.0
38,1206.6666666666667,330.75,2.0
39,1206.6666666666667,330.75,2.0
40,1206.6666666666667,330.75,2.0
41,1206.6666666666667,334.125,2.0
42,1206.6666666666667,334.125,2.0
43,1206.6666666666667,334.125,2.0
44,1206.6666666666667,334.125,2.0
45,1203.3333333333335,340.875,2.0
46,1200.0,347.625,2.0
47,1196.6666666666667,351.0,2.0
48,1190.0,357.75,2.0
49,1183.3333333333335,357.75,2.0
50,1183.3333333333335,361.125,2.0
51,1176.6666666666667,371.25,2.0
52,1170.0,381.375,2.0
53,1160.0,388.125,2.0
54,1140.0,394.875,2.0
55,1126.6666666666667,405.0,2.0
56,1116.6666666666667,411.75,2.0
57,1110.0,421.875,2.0
58,1090.0,428.625,2.0
59,1076.6666666666667,432.0,2.0
60,1063.3333333333335,438.75,2.0
61,1053.3333333333335,448.875,2.0
62,1043.3333333333335,455.625,2.0
63,1036.6666666666667,459.0,2.0
64,1030.0,472.5,2.0
65,1016.6666666666667,479.25,2.0
66,1003.3333333333335,482.625,2.0
67,993.3333333333335,489.375,2.0
68,986.6666666666667,502.875,2.0
69,973.3333333333335,502.875,2.0
70,970.0,499.5,2.0
71,963.3333333333335,502.875,2.0
72,956.6666666666667,502.875,2.0
